Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,mrp_rs,selling_price_rs,discount_amount_rs,potential_revenue
Cooking Essentials,Hersheys Chocolate Almond Syrup,20000,0,2,20000,450,False,450,200.0,200.0,0.0,400.0
Cooking Essentials,Satyam Nighties Spices  Chilli Pandi,5600,7,5,5200,100,False,100,56.0,52.0,4.0,260.0
Cooking Essentials,Popular Essentials Popular Essential Pista Salted (With Shell),19000,10,6,17100,100,False,100,190.0,171.0,19.0,1026.0
Cooking Essentials,Popular Essentials Rozana Sona Masuri Raw Rice,35000,10,5,31200,5000,False,5,350.0,312.0,38.0,1560.0
Cooking Essentials,24 Mantra Mustard Oil (Cold Pressed),35000,10,6,31200,1000,False,1,350.0,312.0,38.0,1872.0
Cooking Essentials,Eastern Cumin Powder,4900,2,6,4800,100,False,100,49.0,48.0,1.0,288.0
Cooking Essentials,MTR Instant Gulab Jamun Mix,19500,9,6,17600,500,False,500,195.0,176.0,19.0,1056.0
Cooking Essentials,ITC Master Chef Hyderabadi Biryani,7500,30,5,5200,80,False,80,75.0,52.0,23.0,260.0
Cooking Essentials,On1y Mixed Herbs,9900,0,6,9900,14,False,14,99.0,99.0,0.0,594.0
Cooking Essentials,Fortune Soyabean Oil,100500,0,6,99900,5000,False,5,1005.0,999.0,6.0,5994.0
Cooking Essentials,Aashirvaad Multigrain Atta,6400,3,2,6200,1000,False,1,64.0,62.0,2.0,124.0
Cooking Essentials,Popular Essentials Pure Jaggery,5000,2,6,4900,450,False,450,50.0,49.0,1.0,294.0
Cooking Essentials,Amul Ghee (Tin),52000,2,6,50900,1000,False,1,520.0,509.0,11.0,3054.0
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),16000,6,4,14900,1000,False,1,160.0,149.0,11.0,596.0
Cooking Essentials,Aashirvaad Atta,46000,13,6,39900,10000,False,10,460.0,399.0,61.0,2394.0
Cooking Essentials,Amul Pure Ghee (Pouch),50500,1,2,49900,1000,False,1,505.0,499.0,6.0,998.0
Cooking Essentials,Saffola Active Oil,21000,0,6,21000,1000,False,1,210.0,210.0,0.0,1260.0
Cooking Essentials,Fortune Rice Bran (Pouch),22500,11,6,19900,1000,False,1,225.0,199.0,26.0,1194.0
Cooking Essentials,Popular Essentials Sunflower Seeds,2500,0,6,2500,50,False,50,25.0,25.0,0.0,150.0
Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),92500,0,6,92500,5000,False,5,925.0,925.0,0.0,5550.0
Cooking Essentials,Tata Salt Lite,4000,10,6,3600,1000,False,1,40.0,36.0,4.0,216.0
Cooking Essentials,Amul Pure Ghee (Pouch),25500,2,6,24900,500,False,500,255.0,249.0,6.0,1494.0
Cooking Essentials,Aashirvaad Superior MP Atta,25000,2,6,24500,5000,False,5,250.0,245.0,5.0,1470.0
Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),23000,4,6,21900,1000,False,1,230.0,219.0,11.0,1314.0
Cooking Essentials,Maggi Magic Cubes Extra Chicken,19900,0,2,19900,240,False,240,199.0,199.0,0.0,398.0
Cooking Essentials,Tata Salt,2400,0,6,2400,1000,False,1,24.0,24.0,0.0,144.0
Cooking Essentials,Saffola Gold Oil (Pouch),21500,0,6,21500,1000,False,1,215.0,215.0,0.0,1290.0
Cooking Essentials,Tata Sampann kabuli chana,18500,1,4,18300,1000,False,500,185.0,183.0,2.0,732.0
Cooking Essentials,Dhara Groundnut Oil (Pouch),23000,11,6,20300,1000,False,1,230.0,203.0,27.0,1218.0
Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,120000,18,6,98400,5000,False,5,1200.0,984.0,216.0,5904.0
Cooking Essentials,Tata Sampann Kala Chana,12500,0,0,12500,1000,True,1,125.0,125.0,0.0,0.0
Cooking Essentials,India Gate Basmati Rice,21000,0,0,21000,1000,True,1,210.0,210.0,0.0,0.0
Cooking Essentials,24 Mantra Organic Whole Wheat Atta,6400,7,0,5900,1000,True,1,64.0,59.0,5.0,0.0
Cooking Essentials,Sugarlite 50% Less Calories Sugar Pouch,9900,40,0,5900,500,True,500,99.0,59.0,40.0,0.0
Cooking Essentials,Popular Essentials Sabja/Basil Seeds,6000,15,0,5100,100,True,100,60.0,51.0,9.0,0.0
Cooking Essentials,Patanjali Pure Honey,9500,0,0,9500,250,True,250,95.0,95.0,0.0,0.0
Cooking Essentials,Weikfield Falooda Mix - Mango,4900,2,0,4800,200,True,200,49.0,48.0,1.0,0.0
Cooking Essentials,Pro Nature Organic Sonamasoori Brown Rice,10200,7,0,9400,1000,True,1,102.0,94.0,8.0,0.0
Cooking Essentials,Everest Saffron Kesar,12000,0,0,12000,1,True,0,120.0,120.0,0.0,0.0
Cooking Essentials,Tata Sampann Unpolished Moong Dal,9200,4,4,8800,500,False,500,92.0,88.0,4.0,352.0
Cooking Essentials,Gowardhan Ghee/Tuppa Jar,31500,1,6,30900,500,False,500,315.0,309.0,6.0,1854.0
Cooking Essentials,Dabur Ginger Garlic Paste,2500,8,3,2300,100,False,100,25.0,23.0,2.0,69.0
Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,125000,8,6,114300,5000,False,5,1250.0,1143.0,107.0,6858.0
Cooking Essentials,Tata Sampann High Protien Kabuli Chana,9400,0,1,9400,500,False,500,94.0,94.0,0.0,94.0
Cooking Essentials,24 Mantra Organic Jaggery Powder,8000,15,6,6800,500,False,500,80.0,68.0,12.0,408.0
Cooking Essentials,Keya Italian Pizza Oregano,10900,11,0,9700,80,True,80,109.0,97.0,12.0,0.0
Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,25500,6,2,23900,1000,False,1,255.0,239.0,16.0,478.0
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",3500,2,6,3400,48,False,48,35.0,34.0,1.0,204.0
Cooking Essentials,Popular Essentials Black Urad Split,8000,10,4,7200,500,False,500,80.0,72.0,8.0,288.0
Cooking Essentials,Popular Essentials HMT Kolam Steam,7500,0,3,7500,1000,False,1,75.0,75.0,0.0,225.0
Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),8500,7,5,7900,500,False,500,85.0,79.0,6.0,395.0
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,10200,7,4,9400,2000,False,2,102.0,94.0,8.0,376.0
Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,21500,0,4,21500,1000,False,1,215.0,215.0,0.0,860.0
Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),3500,5,6,3300,25,False,25,35.0,33.0,2.0,198.0
Cooking Essentials,24 Mantra Organic Ragi Flour,6500,20,4,5200,500,False,500,65.0,52.0,13.0,208.0
Cooking Essentials,24 Mantra Organic Wheat Daliya,4800,2,2,4700,500,False,500,48.0,47.0,1.0,94.0
Cooking Essentials,24 Mantra Organic Puffed Rice,4000,2,6,3900,200,False,200,40.0,39.0,1.0,234.0
Cooking Essentials,Dabur Honey - World's No.1,12000,0,6,12000,250,False,250,120.0,120.0,0.0,720.0
Cooking Essentials,Keya Oregano,10900,10,5,9800,9,False,9,109.0,98.0,11.0,490.0
Cooking Essentials,24 Mantra Red Chilly Whole,7000,7,1,6500,100,False,100,70.0,65.0,5.0,65.0
Cooking Essentials,Hershey's Chocolate Flavour Syrup,22000,6,6,20500,623,False,680,220.0,205.0,15.0,1230.0
Cooking Essentials,Everest Pav Bhaji Masala,7000,0,2,7000,100,False,100,70.0,70.0,0.0,140.0
Cooking Essentials,Satyam Puffed Rice Kurmura (A),4300,0,6,4300,200,False,200,43.0,43.0,0.0,258.0
Cooking Essentials,Pillsbury Multi Grain Atta,6000,6,3,5600,1000,False,1,60.0,56.0,4.0,168.0
Cooking Essentials,Hershey's Caramel Syrup,23000,0,1,23000,623,False,623,230.0,230.0,0.0,230.0
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),105000,1,6,103500,5000,False,5,1050.0,1035.0,15.0,6210.0
Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),5500,16,4,4600,200,False,200,55.0,46.0,9.0,184.0
Cooking Essentials,Popular Essentials Pink Rajma,10000,10,6,9000,500,False,500,100.0,90.0,10.0,540.0
Cooking Essentials,Everest Chicken Masala,7400,2,6,7200,100,False,100,74.0,72.0,2.0,432.0
Cooking Essentials,Popular Essentials HMT Kolam Steam,37000,10,6,33300,5000,False,5,370.0,333.0,37.0,1998.0
Cooking Essentials,Everest Chole Masala,3300,3,1,3200,50,False,50,33.0,32.0,1.0,32.0
Cooking Essentials,Popular Essentials Idli Rice,6000,10,4,5400,1000,False,1,60.0,54.0,6.0,216.0
Cooking Essentials,Popular Essentials Black Cardamom/Elaichi,10000,10,6,9000,50,False,50,100.0,90.0,10.0,540.0
Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,6200,6,6,5800,250,False,250,62.0,58.0,4.0,348.0
Cooking Essentials,Ching's Chicken Chilli Masala,1000,0,6,1000,20,False,20,10.0,10.0,0.0,60.0
Cooking Essentials,Cadbury Hot Chocolate,17500,5,6,16600,200,False,200,175.0,166.0,9.0,996.0
Cooking Essentials,Popular Essentials Methi Seeds,2500,0,5,2500,100,False,100,25.0,25.0,0.0,125.0
Cooking Essentials,Eastern Chicken Masala,7000,7,3,6500,100,False,100,70.0,65.0,5.0,195.0
Cooking Essentials,Amul Milk Compound Chocolate Slab,11000,2,6,10700,500,False,500,110.0,107.0,3.0,642.0
Cooking Essentials,Aashirvaad Select Atta,6400,0,6,6400,1000,False,1,64.0,64.0,0.0,384.0
Cooking Essentials,Mothers Recipe Papad Chana Masala,7900,10,6,7100,200,False,200,79.0,71.0,8.0,426.0
Cooking Essentials,Amul Dark Compound Chocolate Slab,12500,2,6,12200,500,False,500,125.0,122.0,3.0,732.0
Cooking Essentials,Popular Essentials White Til,4000,5,1,3800,100,False,100,40.0,38.0,2.0,38.0
Cooking Essentials,Everest Rajma Masala,3300,3,5,3200,50,False,50,33.0,32.0,1.0,160.0
Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,11000,20,6,8800,80,False,80,110.0,88.0,22.0,528.0
Cooking Essentials,Popular Essentials Californian Almond,69500,32,6,47000,500,False,500,695.0,470.0,225.0,2820.0
Cooking Essentials,Everest Sabji Masala,3000,3,6,2900,50,False,50,30.0,29.0,1.0,174.0
Cooking Essentials,Flying Bird Vanilla Essence,3500,2,6,3400,20,False,20,35.0,34.0,1.0,204.0
Cooking Essentials,Everest Shahi Paneer Masala,4200,4,5,4000,50,False,50,42.0,40.0,2.0,200.0
Cooking Essentials,Popular Essentials Cooking Soda,3000,10,6,2700,200,False,200,30.0,27.0,3.0,162.0
Cooking Essentials,Popular Essentials Buckwheat Flour (Kuttu Atta),12500,9,0,11300,500,True,500,125.0,113.0,12.0,0.0
Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar),1500,0,4,1500,100,False,100,15.0,15.0,0.0,60.0
Cooking Essentials,Popular Essentials Samba Broken Wheat,10000,11,6,8900,500,False,500,100.0,89.0,11.0,534.0
Cooking Essentials,24 Mantra Organic Cumin Powder,7000,0,6,7000,100,False,100,70.0,70.0,0.0,420.0
Cooking Essentials,24 Mantra Organic Pancharatna Dal - Split,13000,7,6,12000,500,False,500,130.0,120.0,10.0,720.0
Cooking Essentials,24 Mantra Sona Masuri Brown Rice,47500,10,6,42300,5000,False,5,475.0,423.0,52.0,2538.0
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),105000,0,2,105000,5000,False,5,1050.0,1050.0,0.0,2100.0
Cooking Essentials,Maggi Magic Cubes Extra Chicken,19900,10,6,17900,240,False,240,199.0,179.0,20.0,1074.0
Cooking Essentials,Praakritik Organic Yellow Moon Dal,13500,0,6,13500,500,False,500,135.0,135.0,0.0,810.0
Cooking Essentials,Popular Essentials Byadagi Chilli Stemless,8000,0,6,8000,100,False,100,80.0,80.0,0.0,480.0
Cooking Essentials,Hershey's Chocolate Milk Booster,20000,0,6,20000,450,False,450,200.0,200.0,0.0,1200.0
Cooking Essentials,Pillsbury Oven Cake Mix - Vanilla,17500,10,6,15600,225,False,225,175.0,156.0,19.0,936.0
Cooking Essentials,Betty Crocker Chocolate Fudge Cake Mix,29500,0,6,29500,475,False,475,295.0,295.0,0.0,1770.0
Cooking Essentials,Figaro Pure Olive Oil,32500,8,1,29900,200,False,200,325.0,299.0,26.0,299.0
Cooking Essentials,Praakritik Organic Tuvar Dal,14000,0,6,14000,500,False,500,140.0,140.0,0.0,840.0
Cooking Essentials,RRO Primio Refined Groundnut (Jar),49000,11,6,43600,2000,False,2,490.0,436.0,54.0,2616.0
Cooking Essentials,Epicurea Thai Jasmine Rice,29500,0,4,29500,500,False,500,295.0,295.0,0.0,1180.0
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,27000,7,6,25100,50,False,50,270.0,251.0,19.0,1506.0
Cooking Essentials,Praakritik Organic Jowar Atta,11000,6,6,10300,500,False,500,110.0,103.0,7.0,618.0
Cooking Essentials,Pillsbury Rich Choco Oven Cake Mix - Egg Free,17000,6,6,15900,270,False,270,170.0,159.0,11.0,954.0
Cooking Essentials,Popular Essentials Nylon Til,4000,2,6,3900,100,False,100,40.0,39.0,1.0,234.0
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,18500,5,3,17500,300,False,300,185.0,175.0,10.0,525.0
Cooking Essentials,Borges Extra Light Olive Oil Bottle,260000,46,6,139900,2000,False,2,2600.0,1399.0,1201.0,8394.0
Cooking Essentials,Flying Bird Premium Orange Artificial Food Essence,6000,0,6,6000,20,False,20,60.0,60.0,0.0,360.0
Cooking Essentials,Popular Essentials Red Cherry/Gundu Chilli,9500,0,6,9500,100,False,100,95.0,95.0,0.0,570.0
Cooking Essentials,Everest Turmeric Powder,6700,10,0,6000,200,True,200,67.0,60.0,7.0,0.0
Cooking Essentials,On1y Salad Seasoning Grinder,13900,0,6,13900,45,False,45,139.0,139.0,0.0,834.0
Cooking Essentials,Suhana Mutton Gravy Mix,4500,0,4,4500,80,False,80,45.0,45.0,0.0,180.0
Cooking Essentials,Praakritik Organic Ginger Powder,13900,10,6,12500,100,False,100,139.0,125.0,14.0,750.0
Cooking Essentials,Everest Kesari Milk Masala,20500,0,6,20500,50,False,20,205.0,205.0,0.0,1230.0
Cooking Essentials,Delight Nuts Berries Mix,39900,20,6,31900,200,False,200,399.0,319.0,80.0,1914.0
Cooking Essentials,On1y Sea Salt Grinder,8900,0,6,8900,100,False,100,89.0,89.0,0.0,534.0
Cooking Essentials,Weikfield Veg Jelly Crystals - Orange,4500,2,6,4400,90,False,90,45.0,44.0,1.0,264.0
Cooking Essentials,Satyam Nighties Spices  Chilli Bore,8900,10,6,8000,100,False,100,89.0,80.0,9.0,480.0
Cooking Essentials,Smith & Jones Italian Spices Masala Mix,9900,0,6,9900,75,False,75,99.0,99.0,0.0,594.0
Cooking Essentials,Sugarfree Natural Green Stevia Leaves Zero Calorie,7500,0,2,7500,100,False,100,75.0,75.0,0.0,150.0
Cooking Essentials,Epicurea Sushi Rice,29500,0,6,29500,500,False,500,295.0,295.0,0.0,1770.0
Cooking Essentials,Praakritik Organic Kapli Wheat Atta,16500,10,6,14700,1000,False,1,165.0,147.0,18.0,882.0
Cooking Essentials,Weikfield Cooker Cake Mix - Vanilla,9500,0,6,9500,150,False,150,95.0,95.0,0.0,570.0
Cooking Essentials,Aashirvaad Svasti Cow Ghee Tetra Pack,29500,0,6,29500,500,False,500,295.0,295.0,0.0,1770.0
Cooking Essentials,On1y Pizza Seasoning,9900,0,6,9900,28,False,28,99.0,99.0,0.0,594.0
Cooking Essentials,Praakritik Organic Indrayani Rice,7000,0,6,7000,500,False,500,70.0,70.0,0.0,420.0
Cooking Essentials,On1y Pasta Seasoning,9900,0,6,9900,30,False,30,99.0,99.0,0.0,594.0
Cooking Essentials,MTR Vada Breakfast,20000,0,1,20000,500,False,500,200.0,200.0,0.0,200.0
Cooking Essentials,Flying Bird Food Essence - Kewra,5000,0,6,5000,20,False,20,50.0,50.0,0.0,300.0
Cooking Essentials,Super Saver Kolam Rice Sortex Clean,70000,10,3,63000,5000,False,5,700.0,630.0,70.0,1890.0
Cooking Essentials,On1y Black Salt Grinder,9900,0,6,9900,100,False,100,99.0,99.0,0.0,594.0
Cooking Essentials,Suhana Biryani Masala,6600,0,6,6600,50,False,50,66.0,66.0,0.0,396.0
Cooking Essentials,Suhana Spice Mix - Chicken Biryani,6600,0,6,6600,50,False,50,66.0,66.0,0.0,396.0
Cooking Essentials,Ceres Foods Nalli Nihari Instant Liquid Masala,22000,50,6,11000,200,False,200,220.0,110.0,110.0,660.0
Cooking Essentials,Tata Sampann High Protien Toor Dal - Split,9100,2,0,8900,500,True,500,91.0,89.0,2.0,0.0
Cooking Essentials,Everest Chat Masala,6500,9,0,5900,100,True,100,65.0,59.0,6.0,0.0
Cooking Essentials,Popular Essentials Black Brown Chana (Un-Polished),5500,9,0,5000,500,True,500,55.0,50.0,5.0,0.0
Cooking Essentials,Dabur Ginger Garlic Paste,5000,6,0,4700,200,True,200,50.0,47.0,3.0,0.0
Cooking Essentials,Everest Kashmiri Lal Chilli Powder,31000,10,0,27900,500,True,500,310.0,279.0,31.0,0.0
Cooking Essentials,Popular Essentials Black Raisins Seedless,6000,10,0,5400,100,True,100,60.0,54.0,6.0,0.0
Cooking Essentials,Daawat Rozana Super Basmati Rice,7900,0,0,7900,1000,True,1,79.0,79.0,0.0,0.0
Cooking Essentials,Everest Cumin Powder (Jeera),3000,3,0,2900,50,True,50,30.0,29.0,1.0,0.0
Cooking Essentials,Everest Sambhar Masala,3400,2,0,3300,50,True,50,34.0,33.0,1.0,0.0
Cooking Essentials,Popular Essentials Mustard Seeds Rai Big,2000,0,0,2000,100,True,100,20.0,20.0,0.0,0.0
Cooking Essentials,Patanjali Cow's Ghee,56500,0,0,56500,1000,True,1,565.0,565.0,0.0,0.0
Cooking Essentials,Borges Canola Oil Pet Bottle,39900,0,6,39900,1000,False,1,399.0,399.0,0.0,2394.0
Cooking Essentials,Daawat Super Basmati Rice,18500,8,0,16900,1000,True,1,185.0,169.0,16.0,0.0
Cooking Essentials,Popular Essentials Sabudana,6000,10,0,5400,500,True,500,60.0,54.0,6.0,0.0
Cooking Essentials,Popular Essentials Brown Sugar,4000,0,0,4000,500,True,500,40.0,40.0,0.0,0.0
Cooking Essentials,Everest Coriander Powder,7000,10,0,6300,200,True,200,70.0,63.0,7.0,0.0
Cooking Essentials,Tata Tea Gold,3500,0,0,3500,100,True,200,35.0,35.0,0.0,0.0
Cooking Essentials,Daawat Rozana Gold Basmati Rice,9000,1,0,8900,1000,True,1,90.0,89.0,1.0,0.0
Cooking Essentials,Tata Sampann Moong Chilka,8800,6,0,8200,500,True,500,88.0,82.0,6.0,0.0
Cooking Essentials,Satyam Singdana,11900,6,0,11100,500,True,500,119.0,111.0,8.0,0.0
Cooking Essentials,Everest Amchur Powder,4200,2,0,4100,50,True,50,42.0,41.0,1.0,0.0
Cooking Essentials,Popular Essentials Sona Masouri Raw Rice,7500,0,0,7500,1000,True,1,75.0,75.0,0.0,0.0
Cooking Essentials,Praakritik Organic Basmati Rice,17000,0,5,17000,500,False,500,170.0,170.0,0.0,850.0
Cooking Essentials,Tata Sampann High Protien Chana Dal - Split,6400,0,0,6400,500,True,500,64.0,64.0,0.0,0.0
Cooking Essentials,Gits Dessert Mix China Grass Bombay Halwa,5500,0,4,5500,80,False,80,55.0,55.0,0.0,220.0
Cooking Essentials,Popular Essentials Urad Gola Black (Un-Polished),8000,10,6,7200,500,False,500,80.0,72.0,8.0,432.0
Cooking Essentials,Madhur Pure And Hygienic Sugar,29500,9,0,26600,5000,True,5,295.0,266.0,29.0,0.0
Cooking Essentials,Satyam Poha Jada,3500,8,0,3200,500,True,500,35.0,32.0,3.0,0.0
Cooking Essentials,Aashirvaad Superior MP Whole Wheat Atta,5300,1,0,5200,1000,True,1,53.0,52.0,1.0,0.0
Cooking Essentials,Fortune Soyabean Oil,21000,13,0,18100,1000,True,1,210.0,181.0,29.0,0.0
Cooking Essentials,Maggi Masala Ae Magic,5800,6,0,5400,72,True,72,58.0,54.0,4.0,0.0
Cooking Essentials,Aashirvaad Iodised Salt,2200,13,0,1900,1000,True,1,22.0,19.0,3.0,0.0
Cooking Essentials,Madhur Sugar,6000,6,0,5600,1000,True,1,60.0,56.0,4.0,0.0
Cooking Essentials,Popular Essentials Phool Makhana (Jumbo Size),15000,14,0,12800,100,True,100,150.0,128.0,22.0,0.0
Cooking Essentials,Satyam Thin Poha Patla,3800,7,0,3500,500,True,500,38.0,35.0,3.0,0.0
Cooking Essentials,Tata Sampann Unpolished Toor Dal/Arhar Dal,17900,1,0,17700,1000,True,200,179.0,177.0,2.0,0.0
Cooking Essentials,Everest Coriander Powder,3200,3,0,3100,100,True,100,32.0,31.0,1.0,0.0
Cooking Essentials,Everest Tikhalal Hot & Red Chilly Powder,4700,2,0,4600,100,True,100,47.0,46.0,1.0,0.0
Cooking Essentials,Popular Essentials Chia Seeds,5000,2,0,4900,100,True,100,50.0,49.0,1.0,0.0
Cooking Essentials,Fortune Besan Flour,12000,0,0,12000,1000,True,1,120.0,120.0,0.0,0.0
Cooking Essentials,Tata Sampann Poha,4400,6,0,4100,500,True,500,44.0,41.0,3.0,0.0
Cooking Essentials,Aashirvaad Atta With Mutigrains,31500,8,0,28700,5000,True,5,315.0,287.0,28.0,0.0
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),8000,7,0,7400,500,True,500,80.0,74.0,6.0,0.0
Fruits & Vegetables,Onion,2500,16,3,2100,1000,False,1,25.0,21.0,4.0,63.0
Fruits & Vegetables,Apple Royal Gala,18900,15,3,15900,232,False,4,189.0,159.0,30.0,477.0
Fruits & Vegetables,Papaya Cut,4600,15,3,3900,200,False,200,46.0,39.0,7.0,117.0
Fruits & Vegetables,Ridge Gourd,3000,16,3,2500,500,False,500,30.0,25.0,5.0,75.0
Fruits & Vegetables,Parsley,1700,17,3,1400,100,False,100,17.0,14.0,3.0,42.0
Fruits & Vegetables,Basil,2000,15,3,1700,100,False,100,20.0,17.0,3.0,51.0
Fruits & Vegetables,Pineapple,9400,15,3,7900,58,False,1,94.0,79.0,15.0,237.0
Fruits & Vegetables,Apple Kinnaur,14200,16,6,11900,232,False,4,142.0,119.0,23.0,714.0
Fruits & Vegetables,Zucchini Yellow,4200,16,3,3500,250,False,500,42.0,35.0,7.0,105.0
Fruits & Vegetables,Dragon Fruit Imported,7000,15,3,5900,58,False,1,70.0,59.0,11.0,177.0
Fruits & Vegetables,Orange,5400,16,3,4500,116,False,2,54.0,45.0,9.0,135.0
Fruits & Vegetables,Pineapple Slice,8900,15,3,7500,200,False,200,89.0,75.0,14.0,225.0
Fruits & Vegetables,Sweet Potato,3800,15,3,3200,500,False,500,38.0,32.0,6.0,96.0
Fruits & Vegetables,Tomato Cherry,3500,17,3,2900,200,False,200,35.0,29.0,6.0,87.0
Fruits & Vegetables,Colocasia,2900,17,6,2400,500,False,500,29.0,24.0,5.0,144.0
Fruits & Vegetables,Raw Banana,2000,15,6,1700,500,False,500,20.0,17.0,3.0,102.0
Fruits & Vegetables,Beans Broad,4200,16,3,3500,250,False,250,42.0,35.0,7.0,105.0
Fruits & Vegetables,Zucchini Green,3500,17,3,2900,250,False,250,35.0,29.0,6.0,87.0
Fruits & Vegetables,Mixed Sprouts,3500,17,3,2900,200,False,200,35.0,29.0,6.0,87.0
Fruits & Vegetables,Baby Corn Peeled,3500,17,3,2900,250,False,250,35.0,29.0,6.0,87.0
Fruits & Vegetables,Lettuce Green,2300,17,3,1900,100,False,100,23.0,19.0,4.0,57.0
Fruits & Vegetables,Pomegranate Peeled,5800,15,2,4900,100,False,100,58.0,49.0,9.0,98.0
Fruits & Vegetables,Pear Green Imported,8200,15,3,6900,116,False,2,82.0,69.0,13.0,207.0
Fruits & Vegetables,Guava Thai,7000,15,3,5900,116,False,2,70.0,59.0,11.0,177.0
Fruits & Vegetables,Lettuce Red,2000,15,3,1700,100,False,100,20.0,17.0,3.0,51.0
Fruits & Vegetables,Moong Sprouts,3500,17,0,2900,200,True,200,35.0,29.0,6.0,0.0
Fruits & Vegetables,Beetroot,1100,18,0,900,250,True,250,11.0,9.0,2.0,0.0
Fruits & Vegetables,Carrot,1300,15,0,1100,250,True,200,13.0,11.0,2.0,0.0
Fruits & Vegetables,Garlic,1700,23,3,1300,200,False,200,17.0,13.0,4.0,39.0
Fruits & Vegetables,Carrot,1900,21,3,1500,500,False,500,19.0,15.0,4.0,45.0
Fruits & Vegetables,Capsicum,2600,19,3,2100,500,False,500,26.0,21.0,5.0,63.0
Fruits & Vegetables,Beetroot,1600,18,3,1300,500,False,500,16.0,13.0,3.0,39.0
Fruits & Vegetables,Zama Organics Sweet Potato,3700,16,3,3100,250,False,250,37.0,31.0,6.0,93.0
Fruits & Vegetables,Chilli Bhaji,3000,16,3,2500,250,False,250,30.0,25.0,5.0,75.0
Fruits & Vegetables,Sponge Gourd,2500,16,2,2100,300,False,300,25.0,21.0,4.0,42.0
Fruits & Vegetables,Banana Leaf,1200,16,2,1000,58,False,1,12.0,10.0,2.0,20.0
Fruits & Vegetables,Avocado Indian Premium,17700,15,3,14900,58,False,1,177.0,149.0,28.0,447.0
Fruits & Vegetables,Radish White,2300,17,6,1900,500,False,500,23.0,19.0,4.0,114.0
Fruits & Vegetables,Banana Red,5400,16,6,4500,500,False,500,54.0,45.0,9.0,270.0
Fruits & Vegetables,Pumpkin Cut,3000,16,3,2500,200,False,200,30.0,25.0,5.0,75.0
Fruits & Vegetables,Banana Nendran,5400,16,6,4500,500,False,500,54.0,45.0,9.0,270.0
Fruits & Vegetables,Biryani /Pulav Mix,5800,15,3,4900,250,False,250,58.0,49.0,9.0,147.0
Fruits & Vegetables,Mango Raw,6000,16,3,5000,500,False,500,60.0,50.0,10.0,150.0
Fruits & Vegetables,Zama Organics Carrot,2000,15,3,1700,250,False,250,20.0,17.0,3.0,51.0
Fruits & Vegetables,Amla,3200,15,3,2700,250,False,250,32.0,27.0,5.0,81.0
Fruits & Vegetables,Sapota,3000,16,3,2500,348,False,6,30.0,25.0,5.0,75.0
Fruits & Vegetables,Broccoli,3600,16,3,3000,500,False,500,36.0,30.0,6.0,90.0
Fruits & Vegetables,Methi,3000,16,3,2500,250,False,250,30.0,25.0,5.0,75.0
Fruits & Vegetables,Cabbage,1500,13,3,1300,58,False,1,15.0,13.0,2.0,39.0
Fruits & Vegetables,Muskmelon,4200,16,3,3500,58,False,1,42.0,35.0,7.0,105.0
Fruits & Vegetables,Spinach,1900,15,3,1600,250,False,250,19.0,16.0,3.0,48.0
Fruits & Vegetables,Ginger,1400,14,3,1200,200,False,200,14.0,12.0,2.0,36.0
Fruits & Vegetables,Cauliflower,2600,15,3,2200,58,False,1,26.0,22.0,4.0,66.0
Fruits & Vegetables,Garlic Indian,1100,18,3,900,100,False,100,11.0,9.0,2.0,27.0
Fruits & Vegetables,Banana Robusta,2900,17,3,2400,348,False,6,29.0,24.0,5.0,72.0
Fruits & Vegetables,Chilli Green,1900,15,3,1600,100,False,100,19.0,16.0,3.0,48.0
Fruits & Vegetables,Capsicum Green,2300,17,3,1900,250,False,250,23.0,19.0,4.0,57.0
Fruits & Vegetables,Watermelon,5800,15,3,4900,58,False,1,58.0,49.0,9.0,147.0
Fruits & Vegetables,Lemon,7500,16,3,6300,200,False,200,75.0,63.0,12.0,189.0
Fruits & Vegetables,Potato,3500,17,3,2900,1000,False,1,35.0,29.0,6.0,87.0
Fruits & Vegetables,Ladies Finger,1400,14,3,1200,250,False,250,14.0,12.0,2.0,36.0
